Time	Key	Button	Event
830.283974     	o              	O              	+0000047
830.347995     	o              	O              	-0000047
830.492020     	n              	N              	+0000008
830.540220     	n              	N              	-0000008
830.868382     	space          	Space          	+0000058
830.932017     	space          	Space          	-0000058
830.980312     	m              	M              	+0000014
831.092012     	m              	M              	-0000014
831.140071     	a              	A              	+0000037
831.236001     	a              	A              	-0000037
832.348006     	p              	P              	+0000021
832.396003     	p              	P              	-0000021
832.540459     	space          	Space          	+0000059
832.635999     	space          	Space          	-0000059
832.652323     	a              	A              	+0000038
832.763977     	a              	A              	-0000038
832.796456     	n              	N              	+0000009
832.859834     	n              	N              	-0000009
832.867999     	d              	D              	+0000023
832.955998     	space          	Space          	+0000060
832.972020     	d              	D              	-0000023
833.052025     	space          	Space          	-0000060
833.876001     	c              	C              	+0000032
833.956000     	c              	C              	-0000032
834.283901     	h              	H              	+0000018
834.348000     	h              	H              	-0000018
834.436028     	e              	E              	+0000054
834.468000     	e              	E              	-0000054
834.660002     	c              	C              	+0000033
834.708004     	c              	C              	-0000033
835.227985     	k              	K              	+0000013
835.276696     	k              	K              	-0000013
835.308329     	s              	S              	+0000045
835.387975     	space          	Space          	+0000061
835.420015     	s              	S              	-0000045
835.500021     	space          	Space          	-0000061
836.267999     	w              	W              	+0000005
836.332019     	w              	W              	-0000005
836.395940     	h              	H              	+0000019
836.444003     	h              	H              	-0000019
836.491956     	e              	E              	+0000055
836.556213     	e              	E              	-0000055
836.668000     	t              	T              	+0000026
836.732203     	t              	T              	-0000026
836.795936     	h              	H              	+0000020
836.860021     	h              	H              	-0000020
836.875988     	e              	E              	+0000056
836.940024     	e              	E              	-0000056
836.955962     	r              	R              	+0000028
837.036002     	r              	R              	-0000028
837.164078     	space          	Space          	+0000062
837.276030     	space          	Space          	-0000062
837.819609     	t              	T              	+0000027
837.883422     	t              	T              	-0000027
837.900365     	h              	H              	+0000021
837.964198     	e              	E              	+0000057
837.972183     	h              	H              	-0000021
838.092243     	space          	Space          	+0000063
838.100218     	e              	E              	-0000057
838.156079     	space          	Space          	-0000063
838.525049     	m              	M              	+0000015
838.604553     	m              	M              	-0000015
838.619537     	a              	A              	+0000039
838.684339     	a              	A              	-0000039
838.923970     	p              	P              	+0000022
839.004288     	p              	P              	-0000022
839.084062     	p              	P              	+0000023
839.180117     	p              	P              	-0000023
839.292011     	i              	I              	+0000023
839.372081     	i              	I              	-0000023
839.515994     	n              	N              	+0000010
839.595934     	n              	N              	-0000010
839.644127     	g              	G              	+0000015
839.659973     	space          	Space          	+0000064
839.692265     	g              	G              	-0000015
839.756001     	space          	Space          	-0000064
839.836001     	i              	I              	+0000024
839.900023     	i              	I              	-0000024
840.108198     	s              	S              	+0000046
840.188002     	s              	S              	-0000046
840.203968     	space          	Space          	+0000065
840.283972     	space          	Space          	-0000065
840.435990     	u              	U              	+0000013
840.516000     	u              	U              	-0000013
840.596000     	n              	N              	+0000011
840.692019     	n              	N              	-0000011
841.084689     	i              	I              	+0000025
841.132017     	i              	I              	-0000025
841.660306     	q              	Q              	+0000003
841.739978     	q              	Q              	-0000003
842.788930     	u              	U              	+0000014
842.836100     	u              	U              	-0000014
842.948012     	e              	E              	+0000058
843.060824     	e              	E              	-0000058
845.155975     	.              	s8             	+0000015
845.220034     	.              	s8             	-0000015
846.147941     	space          	Space          	+0000066
846.212021     	space          	Space          	-0000066
846.371959     	shift          	Shift_l        	+0000287
846.516009     	T              	T              	+0000028
846.628029     	T              	T              	-0000028
846.643977     	shift          	Shift_l        	-0000287
846.788443     	h              	H              	+0000022
846.852022     	h              	H              	-0000022
846.883979     	e              	E              	+0000059
846.916710     	space          	Space          	+0000067
846.963975     	e              	E              	-0000059
847.028004     	space          	Space          	-0000067
848.323973     	m              	M              	+0000016
848.388730     	m              	M              	-0000016
848.436323     	e              	E              	+0000060
848.516018     	e              	E              	-0000060
848.612152     	t              	T              	+0000029
848.643980     	t              	T              	-0000029
848.660018     	h              	H              	+0000023
848.772027     	h              	H              	-0000023
849.027974     	o              	O              	+0000048
849.092618     	o              	O              	-0000048
849.235974     	d              	D              	+0000024
849.332020     	d              	D              	-0000024
849.348001     	space          	Space          	+0000068
849.445042     	space          	Space          	-0000068
849.524027     	r              	R              	+0000029
849.604028     	e              	E              	+0000061
849.620212     	r              	R              	-0000029
849.700431     	e              	E              	-0000061
849.788401     	t              	T              	+0000030
849.836309     	t              	T              	-0000030
849.932019     	u              	U              	+0000015
849.980015     	r              	R              	+0000030
849.988318     	u              	U              	-0000015
850.060210     	r              	R              	-0000030
850.140027     	n              	N              	+0000012
850.171940     	n              	N              	-0000012
850.236029     	s              	S              	+0000047
850.363977     	s              	S              	-0000047
850.372022     	space          	Space          	+0000069
850.444274     	space          	Space          	-0000069
853.372018     	a              	A              	+0000040
853.435942     	a              	A              	-0000040
853.531812     	space          	Space          	+0000070
853.627551     	space          	Space          	-0000070
855.051614     	l              	L              	+0000056
855.100004     	l              	L              	-0000056
855.460459     	i              	I              	+0000026
855.523980     	i              	I              	-0000026
855.572011     	s              	S              	+0000048
855.667747     	s              	S              	-0000048
855.700029     	t              	T              	+0000031
855.780030     	space          	Space          	+0000071
855.796004     	t              	T              	-0000031
855.844281     	space          	Space          	-0000071
857.276004     	o              	O              	+0000049
857.292026     	o              	O              	-0000049
857.340032     	f              	F              	+0000029
857.421152     	f              	F              	-0000029
857.428032     	space          	Space          	+0000072
857.548147     	space          	Space          	-0000072
858.315913     	s              	S              	+0000049
858.363976     	s              	S              	-0000049
858.620794     	y              	Y              	+0000021
858.651983     	y              	Y              	-0000021
859.099968     	m              	M              	+0000017
859.180028     	m              	M              	-0000017
859.788003     	b              	B              	+0000012
859.836237     	b              	B              	-0000012
859.884144     	o              	O              	+0000050
859.932449     	o              	O              	-0000050
860.076061     	l              	L              	+0000057
860.139889     	l              	L              	-0000057
860.155846     	s              	S              	+0000050
860.267548     	s              	S              	-0000050
860.283504     	space          	Space          	+0000073
860.364092     	space          	Space          	-0000073
863.036006     	b              	B              	+0000013
863.083979     	b              	B              	-0000013
863.091958     	o              	O              	+0000051
863.148173     	o              	O              	-0000051
863.308005     	u              	U              	+0000016
863.387984     	u              	U              	-0000016
863.468247     	n              	N              	+0000013
863.547913     	n              	N              	-0000013
863.564150     	d              	D              	+0000025
863.660026     	d              	D              	-0000025
864.108362     	space          	Space          	+0000074
864.203981     	space          	Space          	-0000074
864.748445     	t              	T              	+0000032
864.779876     	t              	T              	-0000032
864.812114     	o              	O              	+0000052
864.876034     	o              	O              	-0000052
864.940262     	space          	Space          	+0000075
864.988092     	space          	Space          	-0000075
865.084078     	m              	M              	+0000018
865.212041     	m              	M              	-0000018
865.525042     	u              	U              	+0000017
865.603983     	u              	U              	-0000017
867.236548     	l              	L              	+0000058
867.284002     	l              	L              	-0000058
867.476009     	t              	T              	+0000033
867.540027     	t              	T              	-0000033
867.580313     	i              	I              	+0000027
867.644010     	i              	I              	-0000027
867.771731     	o              	O              	+0000053
867.852047     	o              	O              	-0000053
868.156276     	l              	L              	+0000059
868.220017     	l              	L              	-0000059
868.228008     	e              	E              	+0000062
868.332027     	e              	E              	-0000062
868.339741     	space          	Space          	+0000076
868.427823     	space          	Space          	-0000076
869.396010     	b              	B              	+0000014
869.492088     	b              	B              	-0000014
869.555937     	u              	U              	+0000018
869.619773     	u              	U              	-0000018
869.699751     	t              	T              	+0000034
869.747581     	t              	T              	-0000034
869.860233     	t              	T              	+0000035
869.908106     	t              	T              	-0000035
869.955543     	o              	O              	+0000054
870.083404     	o              	O              	-0000054
870.180179     	n              	N              	+0000014
870.243989     	s              	S              	+0000051
870.252972     	n              	N              	-0000014
870.372032     	space          	Space          	+0000077
870.388019     	s              	S              	-0000051
870.468313     	space          	Space          	-0000077
871.019253     	backspace      	BckSpc         	+0000105
871.084196     	backspace      	BckSpc         	-0000105
872.332771     	/              	s9             	+0000004
872.411986     	/              	s9             	-0000004
873.316013     	backspace      	BckSpc         	+0000106
873.444006     	backspace      	BckSpc         	-0000106
875.204518     	.              	s8             	+0000016
875.268009     	.              	s8             	-0000016
876.356006     	enter          	Enter          	+0000011
876.436009     	enter          	Enter          	-0000011
876.516013     	enter          	Enter          	+0000012
876.580053     	enter          	Enter          	-0000012
876.819970     	tab            	Tab            	+0000010
876.916062     	tab            	Tab            	-0000010
877.291940     	shift          	Shift_l        	+0000288
877.596631     	R              	R              	+0000031
877.676018     	R              	R              	-0000031
877.692023     	shift          	Shift_l        	-0000288
877.804994     	e              	E              	+0000063
877.883985     	e              	E              	-0000063
877.980048     	t              	T              	+0000036
878.044327     	t              	T              	-0000036
878.076239     	u              	U              	+0000019
878.156002     	u              	U              	-0000019
878.187994     	r              	R              	+0000032
878.252613     	r              	R              	-0000032
878.283903     	n              	N              	+0000015
878.363983     	n              	N              	-0000015
878.395828     	s              	S              	+0000052
878.508116     	s              	S              	-0000052
878.884283     	shift          	Shift_l        	+0000289
878.996004     	L              	L              	+0000060
879.003991     	:              	s4             	+0000055
879.060417     	L              	L              	-0000060
879.068009     	:              	s4             	-0000055
879.156010     	shift          	Shift_l        	-0000289
879.508325     	backspace      	BckSpc         	+0000107
879.555916     	backspace      	BckSpc         	-0000107
879.652031     	backspace      	BckSpc         	+0000108
879.716009     	backspace      	BckSpc         	-0000108
880.588011     	shift          	Shift_l        	+0000290
880.700832     	:              	s4             	+0000056
880.780037     	:              	s4             	-0000056
880.934535     	shift          	Shift_l        	-0000290
881.868011     	enter          	Enter          	+0000013
881.948009     	enter          	Enter          	-0000013
881.980034     	tab            	Tab            	+0000011
882.059940     	tab            	Tab            	-0000011
882.540032     	tab            	Tab            	+0000012
882.611830     	tab            	Tab            	-0000012
883.189024     	d              	D              	+0000026
883.253077     	d              	D              	-0000026
883.300031     	i              	I              	+0000028
883.363986     	i              	I              	-0000028
883.444225     	s              	S              	+0000053
883.523985     	s              	S              	-0000053
883.603987     	t              	T              	+0000037
883.683984     	t              	T              	-0000037
884.011924     	-              	s0             	+0000030
884.076627     	-              	s0             	-0000030
884.587679     	backspace      	BckSpc         	+0000109
884.603991     	backspace      	BckSpc         	-0000109
884.917019     	=              	s1             	+0000007
884.963986     	=              	s1             	-0000007
885.731235     	backspace      	BckSpc         	+0000110
885.779942     	backspace      	BckSpc         	-0000110
885.859804     	backspace      	BckSpc         	+0000111
885.907290     	backspace      	BckSpc         	-0000111
885.987745     	backspace      	BckSpc         	+0000112
886.051578     	backspace      	BckSpc         	-0000112
886.469021     	c              	C              	+0000034
886.532039     	c              	C              	-0000034
886.676197     	t              	T              	+0000038
886.740031     	t              	T              	-0000038
886.899739     	=              	s1             	+0000008
886.979965     	=              	s1             	-0000008
890.548014     	shift          	Shift_l        	+0000291
890.660041     	{              	s2             	+0000035
890.739942     	{              	s2             	-0000035
890.803999     	shift          	Shift_l        	-0000291
892.148165     	s              	S              	+0000054
892.212050     	s              	S              	-0000054
892.403985     	y              	Y              	+0000022
892.468323     	y              	Y              	-0000022
892.781052     	m              	M              	+0000019
892.843933     	m              	M              	-0000019
892.908031     	b              	B              	+0000015
892.971749     	b              	B              	-0000015
892.988013     	o              	O              	+0000055
893.052301     	o              	O              	-0000055
893.180036     	l              	L              	+0000061
893.243988     	l              	L              	-0000061
894.660040     	shift          	Shift_l        	+0000292
895.164951     	shift          	Shift_l        	+0000293
895.196328     	shift          	Shift_l        	+0000294
895.226988     	shift          	Shift_l        	+0000295
895.272992     	shift          	Shift_l        	+0000296
895.305055     	shift          	Shift_l        	+0000297
895.335506     	shift          	Shift_l        	+0000298
895.365734     	shift          	Shift_l        	+0000299
895.397312     	shift          	Shift_l        	+0000300
895.429091     	shift          	Shift_l        	+0000301
895.460067     	shift          	Shift_l        	+0000302
895.491186     	shift          	Shift_l        	+0000303
895.538351     	shift          	Shift_l        	+0000304
895.569438     	shift          	Shift_l        	+0000305
895.600435     	shift          	Shift_l        	+0000306
895.632065     	shift          	Shift_l        	+0000307
895.664028     	shift          	Shift_l        	+0000308
895.695286     	shift          	Shift_l        	+0000309
895.725782     	shift          	Shift_l        	+0000310
895.747996     	:              	s4             	+0000057
895.828016     	:              	s4             	-0000057
895.923989     	shift          	Shift_l        	-0000310
896.668015     	space          	Space          	+0000078
896.716014     	space          	Space          	-0000078
897.029022     	[              	s2             	+0000036
897.108016     	[              	s2             	-0000036
897.364075     	b              	B              	+0000016
897.476154     	b              	B              	-0000016
897.523759     	u              	U              	+0000020
897.604365     	u              	U              	-0000020
897.668017     	t              	T              	+0000039
897.732035     	t              	T              	-0000039
897.812022     	t              	T              	+0000040
897.876225     	t              	T              	-0000040
897.892132     	o              	O              	+0000056
897.956006     	o              	O              	-0000056
898.036104     	n              	N              	+0000016
898.132325     	n              	N              	-0000016
899.532033     	1              	1              	+0000017
899.612030     	1              	1              	-0000017
899.628017     	,              	s7             	+0000032
899.723927     	,              	s7             	-0000032
901.164031     	space          	Space          	+0000079
901.243897     	space          	Space          	-0000079
901.340040     	v              	V              	+0000005
901.420003     	v              	V              	-0000005
901.531945     	u              	U              	+0000021
901.595336     	u              	U              	-0000021
901.707615     	t              	T              	+0000041
901.755577     	t              	T              	-0000041
901.836323     	t              	T              	+0000042
901.899623     	t              	T              	-0000042
901.947659     	i              	I              	+0000029
901.955630     	o              	O              	+0000057
901.979569     	o              	O              	-0000057
901.987551     	i              	I              	-0000029
903.123995     	backspace      	BckSpc         	+0000113
903.172006     	backspace      	BckSpc         	-0000113
903.267989     	backspace      	BckSpc         	+0000114
903.316023     	backspace      	BckSpc         	-0000114
903.412042     	backspace      	BckSpc         	+0000115
903.460035     	backspace      	BckSpc         	-0000115
903.539888     	backspace      	BckSpc         	+0000116
903.588017     	backspace      	BckSpc         	-0000116
903.683990     	backspace      	BckSpc         	+0000117
903.747982     	backspace      	BckSpc         	-0000117
903.972033     	backspace      	BckSpc         	+0000118
904.035986     	backspace      	BckSpc         	-0000118
905.028558     	b              	B              	+0000017
905.092021     	b              	B              	-0000017
905.235994     	u              	U              	+0000022
905.300323     	u              	U              	-0000022
905.443997     	t              	T              	+0000043
905.476019     	t              	T              	-0000043
905.572668     	t              	T              	+0000044
905.620190     	t              	T              	-0000044
905.667509     	o              	O              	+0000058
905.748021     	o              	O              	-0000058
905.812177     	n              	N              	+0000017
905.907952     	n              	N              	-0000017
906.835963     	2              	2              	+0000001
906.915934     	2              	2              	-0000001
909.252034     	,              	s7             	+0000033
909.315780     	,              	s7             	-0000033
910.492006     	space          	Space          	+0000080
910.556274     	space          	Space          	-0000080
911.123992     	.              	s8             	+0000017
911.140359     	.              	s8             	-0000017
911.268007     	.              	s8             	+0000018
911.316689     	.              	s8             	-0000018
911.412015     	.              	s8             	+0000019
911.476340     	.              	s8             	-0000019
912.972019     	]              	s3             	+0000033
913.052025     	]              	s3             	-0000033
913.363995     	shift          	Shift_l        	+0000311
913.509028     	}              	s3             	+0000034
913.604207     	}              	s3             	-0000034
913.652028     	shift          	Shift_l        	-0000311
914.684065     	enter          	Enter          	+0000014
914.780259     	enter          	Enter          	-0000014
914.964010     	tab            	Tab            	+0000013
915.044129     	tab            	Tab            	-0000013
915.188018     	tab            	Tab            	+0000014
915.252030     	tab            	Tab            	-0000014
915.412035     	tab            	Tab            	+0000015
915.492034     	tab            	Tab            	-0000015
919.836028     	shift          	Shift_l        	+0000312
920.156046     	A              	A              	+0000041
920.268037     	A              	A              	-0000041
920.276023     	shift          	Shift_l        	-0000312
920.700050     	space          	Space          	+0000081
920.795737     	space          	Space          	-0000081
921.564043     	d              	D              	+0000027
921.627535     	d              	D              	-0000027
921.676347     	i              	I              	+0000030
921.723999     	i              	I              	-0000030
921.803929     	c              	C              	+0000035
921.851201     	c              	C              	-0000035
921.993654     	t              	T              	+0000045
922.043616     	t              	T              	-0000045
922.043616     	i              	I              	+0000031
922.108666     	i              	I              	-0000031
922.124004     	o              	O              	+0000059
922.156163     	o              	O              	-0000059
922.253076     	n              	N              	+0000018
922.348021     	a              	A              	+0000042
922.356007     	n              	N              	-0000018
922.444003     	a              	A              	-0000042
923.987802     	r              	R              	+0000033
924.052081     	r              	R              	-0000033
924.716005     	y              	Y              	+0000023
924.780045     	y              	Y              	-0000023
928.412442     	space          	Space          	+0000082
928.492039     	space          	Space          	-0000082
928.716497     	w              	W              	+0000006
928.796029     	w              	W              	-0000006
929.052293     	i              	I              	+0000032
929.116033     	i              	I              	-0000032
929.163996     	t              	T              	+0000046
929.211910     	t              	T              	-0000046
929.292033     	h              	H              	+0000024
929.340048     	h              	H              	-0000024
929.372031     	space          	Space          	+0000083
929.436001     	space          	Space          	-0000083
929.548030     	a              	A              	+0000043
929.580177     	space          	Space          	+0000084
929.612952     	a              	A              	-0000043
929.644205     	space          	Space          	-0000084
930.372034     	s              	S              	+0000055
930.436367     	s              	S              	-0000055
930.844126     	y              	Y              	+0000024
930.876431     	y              	Y              	-0000024
930.956009     	m              	M              	+0000020
931.036237     	m              	M              	-0000020
931.084386     	b              	B              	+0000018
931.163996     	b              	B              	-0000018
931.213451     	o              	O              	+0000060
931.308024     	o              	O              	-0000060
931.420239     	l              	L              	+0000062
931.468261     	l              	L              	-0000062
933.220051     	space          	Space          	+0000085
933.268023     	space          	Space          	-0000085
935.052004     	b              	B              	+0000019
935.148030     	b              	B              	-0000019
935.276923     	p              	P              	+0000024
935.388047     	p              	P              	-0000024
935.596031     	u              	U              	+0000023
935.660216     	u              	U              	-0000023
935.820045     	n              	N              	+0000019
935.900359     	d              	D              	+0000028
935.915908     	n              	N              	-0000019
935.988034     	d              	D              	-0000028
936.004006     	space          	Space          	+0000086
936.115459     	space          	Space          	-0000086
936.883875     	backspace      	BckSpc         	+0000119
936.963839     	backspace      	BckSpc         	-0000119
938.252493     	b              	B              	+0000020
938.332049     	b              	B              	-0000020
938.460064     	p              	P              	+0000025
938.492033     	p              	P              	-0000025
938.732031     	o              	O              	+0000061
938.748033     	o              	O              	-0000061
939.164007     	backspace      	BckSpc         	+0000120
939.228596     	backspace      	BckSpc         	-0000120
939.292016     	backspace      	BckSpc         	+0000121
939.372041     	backspace      	BckSpc         	-0000121
939.964010     	o              	O              	+0000062
940.012031     	o              	O              	-0000062
940.428472     	u              	U              	+0000024
940.492012     	u              	U              	-0000024
940.748024     	n              	N              	+0000020
940.812035     	n              	N              	-0000020
940.843998     	d              	D              	+0000029
940.907928     	d              	D              	-0000029
940.924025     	space          	Space          	+0000087
941.045537     	space          	Space          	-0000087
941.132032     	t              	T              	+0000047
941.164296     	t              	T              	-0000047
941.212035     	o              	O              	+0000063
941.276033     	o              	O              	-0000063
941.333081     	space          	Space          	+0000088
941.396034     	space          	Space          	-0000088
941.892024     	m              	M              	+0000021
941.956476     	m              	M              	-0000021
942.180050     	u              	U              	+0000025
942.276025     	u              	U              	-0000025
942.308024     	t              	T              	+0000048
942.372309     	t              	T              	-0000048
942.763997     	l              	L              	+0000063
942.828024     	l              	L              	-0000063
942.988009     	t              	T              	+0000049
943.052042     	t              	T              	-0000049
943.116068     	u              	U              	+0000026
943.212024     	u              	U              	-0000026
943.971945     	backspace      	BckSpc         	+0000122
944.036025     	backspace      	BckSpc         	-0000122
944.452325     	i              	I              	+0000033
944.500055     	i              	I              	-0000033
944.780049     	p              	P              	+0000026
944.843997     	p              	P              	-0000026
944.972142     	l              	L              	+0000064
945.084091     	l              	L              	-0000064
945.116033     	e              	E              	+0000064
945.228302     	e              	E              	-0000064
945.236127     	space          	Space          	+0000089
945.292032     	space          	Space          	-0000089
947.900049     	b              	B              	+0000021
947.996026     	b              	B              	-0000021
948.060345     	u              	U              	+0000027
948.140060     	u              	U              	-0000027
948.236024     	t              	T              	+0000050
948.284012     	t              	T              	-0000050
948.380052     	t              	T              	+0000051
948.444008     	t              	T              	-0000051
948.700051     	o              	O              	+0000064
948.780480     	o              	O              	-0000064
948.892030     	n              	N              	+0000021
948.955991     	n              	N              	-0000021
948.972029     	s              	S              	+0000056
949.036050     	s              	S              	-0000056
949.884116     	.              	s8             	+0000020
949.931847     	.              	s8             	-0000020
951.011565     	space          	Space          	+0000090
951.092097     	space          	Space          	-0000090
951.219935     	shift          	Shift_l        	+0000313
951.428039     	T              	T              	+0000052
951.492042     	T              	T              	-0000052
951.508036     	shift          	Shift_l        	-0000313
951.732035     	i              	I              	+0000034
951.812027     	i              	I              	-0000034
951.892040     	s              	S              	+0000057
951.988034     	s              	S              	-0000057
951.996005     	space          	Space          	+0000091
952.083583     	space          	Space          	-0000091
952.244219     	r              	R              	+0000034
952.308104     	e              	E              	+0000065
952.339984     	r              	R              	-0000034
952.436012     	e              	E              	-0000065
952.676027     	q              	Q              	+0000004
952.772236     	q              	Q              	-0000004
953.340052     	u              	U              	+0000028
953.404010     	u              	U              	-0000028
953.484002     	i              	I              	+0000035
953.548196     	r              	R              	+0000035
953.556287     	i              	I              	-0000035
953.612566     	e              	E              	+0000066
953.644473     	r              	R              	-0000035
953.708306     	e              	E              	-0000066
953.771994     	s              	S              	+0000058
953.867878     	s              	S              	-0000058
953.876331     	space          	Space          	+0000092
953.932041     	space          	Space          	-0000092
955.492038     	c              	C              	+0000036
955.556038     	c              	C              	-0000036
955.588030     	o              	O              	+0000065
955.652222     	o              	O              	-0000065
955.748224     	r              	R              	+0000036
955.811861     	r              	R              	-0000036
955.892020     	r              	R              	+0000037
955.988036     	e              	E              	+0000067
956.004011     	r              	R              	-0000037
956.091766     	e              	E              	-0000067
956.268005     	c              	C              	+0000037
956.348020     	c              	C              	-0000037
956.476027     	t              	T              	+0000053
956.540065     	t              	T              	-0000053
956.548038     	i              	I              	+0000036
956.620966     	i              	I              	-0000036
956.667997     	o              	O              	+0000066
956.812046     	o              	O              	-0000066
957.460436     	n              	N              	+0000022
957.524017     	n              	N              	-0000022
958.308036     	,              	s7             	+0000034
958.372032     	,              	s7             	-0000034
959.115786     	backspace      	BckSpc         	+0000123
959.164014     	backspace      	BckSpc         	-0000123
960.524219     	.              	s8             	+0000021
960.571999     	.              	s8             	-0000021
960.908321     	space          	Space          	+0000093
960.994866     	space          	Space          	-0000093
961.332073     	s              	S              	+0000059
961.412024     	s              	S              	-0000059
961.444113     	u              	U              	+0000029
961.508030     	u              	U              	-0000029
961.588029     	c              	C              	+0000038
961.652027     	c              	C              	-0000038
961.731936     	h              	H              	+0000025
961.780261     	h              	H              	-0000025
961.844007     	space          	Space          	+0000094
961.956289     	t              	T              	+0000054
961.988027     	space          	Space          	-0000094
962.036251     	t              	T              	-0000054
962.844042     	h              	H              	+0000026
962.892015     	h              	H              	-0000026
962.939940     	a              	A              	+0000044
963.036028     	a              	A              	-0000044
963.044282     	t              	T              	+0000055
963.131966     	t              	T              	-0000055
963.140105     	space          	Space          	+0000095
963.228041     	space          	Space          	-0000095
963.700237     	e              	E              	+0000068
963.764004     	e              	E              	-0000068
963.892052     	v              	V              	+0000006
963.972040     	e              	E              	+0000069
963.988713     	v              	V              	-0000006
964.084003     	e              	E              	-0000069
964.164012     	r              	R              	+0000038
964.211907     	r              	R              	-0000038
964.340437     	y              	Y              	+0000025
964.404072     	y              	Y              	-0000025
964.452447     	space          	Space          	+0000096
964.532155     	space          	Space          	-0000096
964.596039     	b              	B              	+0000022
964.724537     	b              	B              	-0000022
964.820055     	u              	U              	+0000030
964.901065     	u              	U              	-0000030
964.916001     	t              	T              	+0000056
964.980056     	t              	T              	-0000056
965.060424     	t              	T              	+0000057
965.124010     	t              	T              	-0000057
965.220052     	o              	O              	+0000067
965.348286     	o              	O              	-0000067
965.460477     	n              	N              	+0000023
965.540125     	n              	N              	-0000023
965.587255     	space          	Space          	+0000097
965.683440     	space          	Space          	-0000097
966.812364     	s              	S              	+0000060
966.907537     	s              	S              	-0000060
967.004004     	space          	Space          	+0000098
967.116037     	space          	Space          	-0000098
967.844006     	backspace      	BckSpc         	+0000124
967.892374     	backspace      	BckSpc         	-0000124
967.972194     	backspace      	BckSpc         	+0000125
968.036038     	backspace      	BckSpc         	-0000125
968.276032     	i              	I              	+0000037
968.356012     	i              	I              	-0000037
968.403946     	s              	S              	+0000061
968.452036     	s              	S              	-0000061
968.460055     	space          	Space          	+0000099
968.548263     	space          	Space          	-0000099
968.660057     	m              	M              	+0000022
968.724010     	a              	A              	+0000045
968.732016     	m              	M              	-0000022
968.804119     	a              	A              	-0000045
969.028031     	p              	P              	+0000027
969.092046     	p              	P              	-0000027
969.172033     	p              	P              	+0000028
969.236031     	p              	P              	-0000028
969.252031     	e              	E              	+0000070
969.316236     	e              	E              	-0000070
969.412034     	d              	D              	+0000030
969.508517     	d              	D              	-0000030
969.516194     	space          	Space          	+0000100
969.604074     	space          	Space          	-0000100
970.484004     	t              	T              	+0000058
970.564035     	t              	T              	-0000058
970.596628     	o              	O              	+0000068
970.692042     	o              	O              	-0000068
970.771717     	space          	Space          	+0000101
970.868071     	space          	Space          	-0000101
971.412085     	u              	U              	+0000031
971.476028     	u              	U              	-0000031
971.540065     	n              	N              	+0000024
971.636032     	n              	N              	-0000024
972.196002     	i              	I              	+0000038
972.260058     	i              	I              	-0000038
972.724006     	q              	Q              	+0000005
972.804007     	q              	Q              	-0000005
972.835949     	u              	U              	+0000032
972.884199     	u              	U              	-0000032
973.140340     	e              	E              	+0000071
973.220469     	e              	E              	-0000071
973.508033     	space          	Space          	+0000102
973.588044     	space          	Space          	-0000102
974.332036     	b              	B              	+0000023
974.396017     	b              	B              	-0000023
974.444007     	u              	U              	+0000033
974.524291     	u              	U              	-0000033
974.604074     	t              	T              	+0000059
974.636028     	t              	T              	-0000059
974.732037     	t              	T              	+0000060
974.780056     	t              	T              	-0000060
974.828519     	o              	O              	+0000069
974.908033     	o              	O              	-0000069
975.003840     	n              	N              	+0000025
975.083822     	n              	N              	-0000025
977.420044     	space          	Space          	+0000103
977.484084     	space          	Space          	-0000103
977.804010     	shift          	Shift_l        	+0000314
978.028014     	(              	9              	+0000007
978.092032     	(              	9              	-0000007
978.156272     	shift          	Shift_l        	-0000314
978.484008     	t              	T              	+0000061
978.548029     	t              	T              	-0000061
978.580255     	h              	H              	+0000027
978.628019     	h              	H              	-0000027
978.676025     	e              	E              	+0000072
978.756035     	space          	Space          	+0000104
978.772030     	e              	E              	-0000072
978.836043     	space          	Space          	-0000104
979.220057     	o              	O              	+0000070
979.284199     	o              	O              	-0000070
979.588035     	p              	P              	+0000029
979.636035     	p              	P              	-0000029
979.748010     	p              	P              	+0000030
979.796028     	p              	P              	-0000030
980.036038     	o              	O              	+0000071
980.084048     	o              	O              	-0000071
980.196014     	s              	S              	+0000062
980.276232     	s              	S              	-0000062
980.324011     	i              	I              	+0000039
980.372026     	i              	I              	-0000039
980.500069     	t              	T              	+0000062
980.548035     	e              	E              	+0000073
980.564031     	t              	T              	-0000062
980.659897     	e              	E              	-0000073
980.708035     	space          	Space          	+0000105
980.788035     	space          	Space          	-0000105
981.540009     	d              	D              	+0000031
981.587798     	d              	D              	-0000031
981.683840     	o              	O              	+0000072
981.699795     	o              	O              	-0000072
981.763689     	e              	E              	+0000074
981.843486     	e              	E              	-0000074
982.148216     	s              	S              	+0000063
982.228040     	s              	S              	-0000063
982.596041     	n              	N              	+0000026
982.660685     	n              	N              	-0000026
983.035688     	'              	s5             	+0000109
983.084172     	'              	s5             	-0000109
983.116019     	t              	T              	+0000063
983.196053     	t              	T              	-0000063
983.212010     	space          	Space          	+0000106
983.292130     	space          	Space          	-0000106
984.988008     	h              	H              	+0000028
985.036040     	h              	H              	-0000028
985.323913     	o              	O              	+0000073
985.372041     	o              	O              	-0000073
